,c_charge_degree,race,age_cat,sex,age,priors_count,juv_fel_count,juv_misd_count,score_text,two_year_recid,is_recid,training_value,decile_score
413,F,African-American,25 - 45,Female,27,1,0,0,0,1,1,0.2838439,2
414,F,African-American,Greater than 45,Male,53,11,0,0,1,0,0,0.75800157,6
415,M,Caucasian,25 - 45,Male,25,0,0,0,0,1,1,0.4640664,2
417,F,Caucasian,Less than 25,Male,22,0,0,0,0,0,0,0.5674094,3
418,M,Caucasian,Greater than 45,Female,58,2,0,0,0,0,0,0.16943912,1
419,M,African-American,25 - 45,Male,31,7,0,0,0,1,1,0.72437,3
420,F,Caucasian,Less than 25,Male,22,1,0,0,1,1,1,0.615573,5
421,F,African-American,25 - 45,Male,28,8,0,0,1,1,1,0.8872428,6
423,F,African-American,Less than 25,Male,20,0,0,0,1,1,1,0.5434799,7
424,M,Caucasian,25 - 45,Male,29,0,0,0,1,1,1,0.21098423,6
425,F,African-American,25 - 45,Male,29,8,0,0,1,0,0,0.6932479,10
426,M,African-American,Greater than 45,Male,58,21,0,0,1,1,1,0.9161491,7
427,F,African-American,Less than 25,Male,22,3,0,0,1,0,0,0.62831074,7
429,F,Caucasian,25 - 45,Male,37,0,0,0,0,0,0,0.1879799,4
430,F,African-American,Greater than 45,Male,57,1,0,0,1,1,1,0.27865633,5
431,M,Caucasian,25 - 45,Male,27,3,0,0,0,0,0,0.757886,1
432,F,African-American,25 - 45,Male,26,3,0,0,0,0,0,0.67919165,4
433,F,Caucasian,Less than 25,Male,24,3,0,1,1,1,1,0.7787875,8
434,F,Caucasian,25 - 45,Male,33,0,0,0,0,0,0,0.23440155,1
435,F,African-American,25 - 45,Male,29,2,0,0,1,0,0,0.4155145,6
436,F,African-American,Less than 25,Female,24,3,0,0,1,1,1,0.77551556,10
437,F,Caucasian,Less than 25,Male,19,1,0,0,1,1,1,0.83616143,10
438,M,Caucasian,25 - 45,Male,36,2,0,0,0,0,0,0.32712245,1
439,F,Caucasian,Less than 25,Female,24,0,0,0,1,0,0,0.3760819,5
440,M,Caucasian,25 - 45,Male,34,0,0,0,0,0,0,0.37334028,1
442,F,African-American,Less than 25,Male,20,1,1,0,1,1,1,0.89018327,10
444,M,African-American,Less than 25,Male,24,1,0,0,0,1,1,0.60920113,2
445,F,Caucasian,Greater than 45,Male,61,4,0,0,0,0,0,0.084087536,1
446,F,African-American,Greater than 45,Female,50,3,0,0,0,0,0,0.19161192,2
447,M,African-American,25 - 45,Male,30,1,0,0,0,0,0,0.3785616,1
448,F,African-American,25 - 45,Male,38,5,0,0,0,0,0,0.4481609,3
449,M,Caucasian,Less than 25,Male,24,0,0,0,0,0,0,0.43563262,1
450,F,African-American,Greater than 45,Male,45,16,0,0,0,0,0,0.7664489,2
451,F,African-American,Greater than 45,Female,46,2,0,0,1,1,1,0.1924966,10
452,M,Caucasian,25 - 45,Male,41,0,0,0,0,1,1,0.23790164,1
454,M,African-American,25 - 45,Male,27,13,0,0,1,1,1,0.9419666,8
455,F,African-American,Greater than 45,Female,51,16,0,0,1,0,0,0.91809636,8
456,M,African-American,25 - 45,Male,26,1,0,0,1,1,1,0.4971523,6
457,F,African-American,25 - 45,Male,29,3,0,0,1,1,1,0.56497437,5
458,F,Caucasian,Greater than 45,Male,52,6,0,0,1,1,1,0.2542644,5
459,F,Caucasian,25 - 45,Male,28,1,0,0,0,1,1,0.20426647,4
461,F,African-American,Greater than 45,Male,55,5,0,0,0,1,1,0.19449104,3
462,F,African-American,25 - 45,Male,26,10,1,1,1,1,1,0.90866226,9
463,F,African-American,25 - 45,Male,28,5,0,0,1,0,0,0.6909359,10
464,F,Caucasian,Greater than 45,Male,63,2,0,0,0,0,0,0.039043784,1
465,F,African-American,25 - 45,Male,42,0,0,0,0,0,0,0.12333115,1
466,F,African-American,Less than 25,Male,23,6,1,2,1,0,1,0.8659633,6
467,F,African-American,Greater than 45,Male,54,28,0,0,1,1,1,0.869684,9
468,F,African-American,25 - 45,Male,35,8,0,0,1,1,1,0.864476,7
469,F,African-American,Less than 25,Female,24,6,1,0,1,1,1,0.7945898,9
470,M,African-American,Greater than 45,Male,54,2,0,0,0,0,0,0.13732623,1
471,M,African-American,Greater than 45,Male,58,12,0,0,1,1,1,0.628416,6
472,M,Caucasian,Less than 25,Male,23,1,0,0,1,1,1,0.47617105,5
473,M,African-American,25 - 45,Male,35,1,0,0,0,0,0,0.27715227,2
474,F,African-American,Less than 25,Male,20,1,0,0,1,1,1,0.61800486,10
475,F,Caucasian,Greater than 45,Male,51,0,0,0,0,0,0,0.08157971,1
477,F,Caucasian,25 - 45,Male,37,3,0,0,0,0,0,0.3231671,2
478,F,Caucasian,Greater than 45,Male,47,3,0,0,0,0,0,0.31692448,1
479,F,Caucasian,25 - 45,Male,34,4,0,0,1,1,1,0.40512598,6
480,F,Caucasian,Greater than 45,Male,56,0,0,0,0,0,0,0.12736812,1
482,F,Caucasian,Greater than 45,Male,59,1,0,0,0,1,1,0.21770234,1
486,F,Caucasian,Less than 25,Female,24,6,0,0,1,1,1,0.825178,9
487,M,Caucasian,Less than 25,Male,21,2,0,0,1,1,1,0.68568766,9
488,M,African-American,25 - 45,Male,26,2,0,0,1,0,0,0.68182296,9
490,F,African-American,25 - 45,Male,26,1,0,0,0,0,0,0.4003175,2
491,M,Caucasian,25 - 45,Female,30,0,0,0,0,0,0,0.21246251,2
492,F,Caucasian,25 - 45,Male,29,6,0,0,1,1,1,0.8363605,9
493,M,Caucasian,25 - 45,Male,29,0,0,0,0,1,1,0.28355,4
494,M,African-American,Greater than 45,Male,54,0,0,0,0,0,0,0.07712471,1
495,F,African-American,25 - 45,Male,29,4,0,0,0,1,1,0.6484247,4
496,M,Caucasian,Greater than 45,Female,59,0,0,0,0,0,0,0.14536498,1
497,F,African-American,25 - 45,Male,38,0,0,0,1,0,0,0.2653333,5
499,F,African-American,25 - 45,Male,29,4,0,0,1,1,1,0.71889824,7
500,M,Caucasian,25 - 45,Male,27,1,0,0,0,1,1,0.5201081,3
503,F,African-American,Greater than 45,Male,66,33,0,0,1,1,1,0.987003,6
504,F,Caucasian,25 - 45,Male,27,2,0,0,1,0,0,0.6164651,5
505,M,Caucasian,Greater than 45,Male,51,1,0,0,0,0,0,0.18872383,1
506,F,Caucasian,25 - 45,Male,35,1,0,0,0,0,0,0.22842549,2
507,F,African-American,25 - 45,Male,26,1,0,0,1,0,0,0.35431,7
508,M,Caucasian,Greater than 45,Male,52,4,0,0,0,0,0,0.18998545,3
509,M,African-American,25 - 45,Female,35,12,0,0,0,0,0,0.8622128,2
511,M,African-American,25 - 45,Female,26,0,0,0,0,0,0,0.36958683,2
512,M,Caucasian,Greater than 45,Female,48,0,0,0,0,0,0,0.09403199,1
515,M,African-American,25 - 45,Male,33,2,0,0,0,0,0,0.487419,3
516,F,African-American,25 - 45,Female,34,6,0,0,0,0,0,0.77945685,4
518,F,African-American,Greater than 45,Male,59,10,0,0,1,1,1,0.45734814,7
519,F,African-American,25 - 45,Male,29,5,0,0,1,1,1,0.8955895,5
520,F,Caucasian,Less than 25,Male,24,0,0,0,0,0,0,0.37893176,2
521,F,Caucasian,Greater than 45,Male,48,1,0,0,1,1,1,0.117564015,7
522,M,African-American,Greater than 45,Male,55,0,0,0,1,1,1,0.031764805,8
523,M,African-American,Greater than 45,Male,52,4,0,0,1,0,0,0.29725176,5
524,F,African-American,Less than 25,Male,20,0,0,0,0,1,1,0.6326933,4
525,F,Caucasian,25 - 45,Male,25,4,0,0,0,1,1,0.6782178,4
526,F,Caucasian,Less than 25,Male,24,0,0,0,0,0,0,0.39150912,2
527,M,Caucasian,Less than 25,Male,23,0,0,0,1,0,0,0.5202164,9
528,F,Caucasian,25 - 45,Male,27,6,0,1,0,0,1,0.86572653,4
529,M,African-American,25 - 45,Male,25,1,0,1,0,1,1,0.51255804,3
530,F,African-American,25 - 45,Male,31,0,0,0,0,0,0,0.25051245,2
531,F,African-American,25 - 45,Male,25,6,0,1,0,1,1,0.829791,4
532,F,Caucasian,25 - 45,Male,32,1,0,0,0,1,1,0.29455134,1
533,F,Caucasian,Less than 25,Male,21,0,0,0,0,1,1,0.5642569,3
535,F,Caucasian,25 - 45,Male,25,0,0,0,0,0,0,0.3613334,3
537,F,African-American,25 - 45,Male,35,0,0,0,1,0,0,0.39013907,7
538,F,African-American,25 - 45,Male,42,14,0,0,1,1,1,0.9167349,7
539,M,Caucasian,Less than 25,Male,24,9,0,0,1,1,1,0.7417718,10
540,F,Caucasian,Less than 25,Male,22,6,1,0,1,1,1,0.9766708,10
542,M,Caucasian,Greater than 45,Male,47,1,0,0,0,0,0,0.24475586,1
543,F,African-American,25 - 45,Male,27,5,0,0,1,1,1,0.8737107,9
545,F,Caucasian,Greater than 45,Male,46,2,0,0,1,1,1,0.32300192,6
546,M,African-American,25 - 45,Male,44,1,0,0,0,0,0,0.14566818,3
547,F,African-American,25 - 45,Male,27,0,0,0,1,0,0,0.3457398,5
548,F,Caucasian,Less than 25,Male,23,2,0,0,0,0,0,0.69730705,2
550,F,African-American,25 - 45,Male,42,8,0,0,1,0,0,0.5854638,5
551,F,African-American,Greater than 45,Male,58,6,0,0,1,0,0,0.25448194,6
552,F,African-American,25 - 45,Male,26,3,0,0,1,0,1,0.6183915,6
554,F,African-American,25 - 45,Male,39,3,0,0,0,1,1,0.26634645,3
555,F,African-American,Less than 25,Male,21,3,0,2,1,1,1,0.73673093,5
556,M,Caucasian,Greater than 45,Male,63,1,0,0,0,0,0,0.027256386,1
557,F,African-American,Less than 25,Male,22,3,0,1,1,1,1,0.8763076,7
558,M,African-American,Greater than 45,Male,50,3,0,0,0,0,0,0.29820096,3
559,F,African-American,25 - 45,Male,38,0,0,0,0,0,0,0.33253384,1
560,F,Caucasian,25 - 45,Male,41,1,0,0,1,0,0,0.22234297,6
561,F,African-American,25 - 45,Male,28,16,8,0,1,1,1,0.99821055,8
562,M,African-American,25 - 45,Female,30,0,0,0,0,0,0,0.28175235,3
563,F,African-American,Less than 25,Male,23,1,0,0,1,0,0,0.6614366,5
564,F,Caucasian,25 - 45,Male,25,2,0,0,0,1,1,0.46761984,4
565,F,Caucasian,25 - 45,Male,40,5,0,0,0,0,0,0.3724053,4
567,M,African-American,25 - 45,Male,27,5,0,0,0,1,1,0.8043096,4
568,M,Caucasian,25 - 45,Male,44,11,0,0,0,0,0,0.59074086,3
569,F,African-American,25 - 45,Female,35,6,0,0,0,1,1,0.470467,2
570,M,Caucasian,25 - 45,Male,42,0,0,0,0,0,0,0.23071805,1
571,F,African-American,25 - 45,Male,38,15,0,0,1,0,1,0.9954609,7
573,M,African-American,25 - 45,Female,25,0,0,0,0,0,0,0.29050937,3
574,F,Caucasian,Less than 25,Male,24,1,0,0,0,0,0,0.56885874,4
576,M,Caucasian,Greater than 45,Female,49,2,0,0,0,1,1,0.23036988,1
577,F,Caucasian,Greater than 45,Male,50,5,0,0,0,1,1,0.26679644,1
578,F,Caucasian,25 - 45,Male,28,8,0,0,1,1,1,0.7152061,6
579,M,Caucasian,Greater than 45,Male,66,0,0,0,0,1,1,0.16785546,1
580,M,Caucasian,Greater than 45,Female,46,0,0,0,0,0,0,0.097465225,1
581,F,African-American,25 - 45,Male,30,5,0,0,1,1,1,0.57467246,6
582,M,Caucasian,Less than 25,Female,22,0,0,0,0,0,0,0.46705127,3
583,M,Caucasian,Less than 25,Male,23,1,0,0,0,0,0,0.44818813,4
585,F,African-American,Less than 25,Male,24,10,1,0,1,1,1,0.95101464,10
588,F,African-American,Less than 25,Male,21,4,4,0,1,1,1,0.8659834,7
589,F,African-American,25 - 45,Male,28,4,0,0,1,0,1,0.67899674,8
590,M,African-American,25 - 45,Male,25,0,0,0,0,0,1,0.34566382,3
591,F,Caucasian,Less than 25,Female,21,0,0,0,1,0,0,0.5309294,7
592,M,African-American,25 - 45,Male,27,0,0,0,0,0,0,0.47824857,2
595,F,Caucasian,Less than 25,Female,24,0,0,0,1,0,0,0.48824513,5
596,F,African-American,Less than 25,Male,20,1,1,0,0,0,0,0.80697286,3
597,M,African-American,25 - 45,Male,31,3,0,0,1,1,1,0.5663745,8
598,M,African-American,25 - 45,Male,27,3,0,0,1,1,1,0.6998651,7
599,F,African-American,Greater than 45,Male,59,17,0,0,1,1,1,0.54291123,5
600,F,African-American,25 - 45,Male,40,0,0,0,0,0,0,0.2830981,2
601,F,African-American,Less than 25,Male,22,11,0,0,1,1,1,0.7770209,10
602,F,African-American,25 - 45,Female,38,1,0,0,0,0,0,0.31131065,1
604,M,African-American,25 - 45,Male,30,1,0,0,1,0,0,0.20696811,7
605,F,Caucasian,25 - 45,Male,27,6,0,0,1,1,1,0.7639697,6
606,M,African-American,25 - 45,Male,43,1,0,0,0,0,0,0.22237934,1
607,M,Caucasian,Greater than 45,Female,59,0,0,0,0,0,0,0.08092117,1
608,M,Caucasian,25 - 45,Male,37,2,0,0,0,0,0,0.17186038,1
609,M,African-American,25 - 45,Male,28,5,0,0,1,1,1,0.67754394,7
610,F,Caucasian,25 - 45,Male,38,0,0,0,0,0,0,0.33388048,1
611,F,African-American,Less than 25,Male,22,0,0,0,1,1,1,0.40199494,8
613,F,African-American,25 - 45,Male,25,4,0,0,1,1,1,0.8192152,5
614,M,Caucasian,Greater than 45,Male,51,0,0,0,0,0,0,0.16769566,1
616,M,Caucasian,25 - 45,Male,29,2,0,0,0,1,1,0.25328043,2
617,F,African-American,25 - 45,Male,28,10,0,0,0,0,0,0.81776404,3
618,M,African-American,25 - 45,Male,26,6,0,0,1,0,0,0.83786494,8
619,M,African-American,Greater than 45,Male,55,9,0,0,0,1,1,0.37130648,3
620,F,Caucasian,Less than 25,Female,23,3,0,0,1,0,0,0.6813063,10
621,M,African-American,Less than 25,Female,22,0,0,0,1,0,0,0.45239195,5
622,F,Caucasian,Less than 25,Female,19,2,0,0,1,1,1,0.7781145,10
623,M,African-American,25 - 45,Male,31,1,0,0,0,0,0,0.5234388,1
624,M,African-American,25 - 45,Male,29,0,0,0,0,0,0,0.2627302,1
625,F,African-American,Greater than 45,Male,61,15,0,0,1,1,1,0.89216936,6
626,F,African-American,Less than 25,Male,24,4,0,0,1,1,1,0.8321797,10
628,F,African-American,Less than 25,Male,20,4,0,1,1,1,1,0.910868,9
629,F,Caucasian,25 - 45,Male,26,3,0,0,1,1,1,0.647845,7
630,M,Caucasian,25 - 45,Male,27,5,0,0,1,0,0,0.82353115,9
631,F,Caucasian,25 - 45,Male,25,1,0,0,1,0,0,0.38513306,5
632,F,Caucasian,Less than 25,Male,23,3,0,2,1,1,1,0.95280266,5
633,F,African-American,25 - 45,Male,38,0,0,0,0,0,0,0.22115278,1
634,F,African-American,25 - 45,Male,27,18,0,2,1,1,1,0.92722684,9
635,F,Caucasian,25 - 45,Female,35,0,0,0,0,1,1,0.16830327,3
637,F,African-American,Greater than 45,Female,58,4,0,0,0,1,1,0.24081919,2
638,M,Caucasian,Greater than 45,Female,57,0,0,0,0,1,1,0.115870126,4
639,F,African-American,Less than 25,Male,21,0,0,0,0,0,0,0.49806288,3
640,F,African-American,Less than 25,Female,22,0,0,0,1,0,0,0.5513905,8
641,F,African-American,25 - 45,Male,30,0,0,0,0,0,0,0.2900495,2
642,F,Caucasian,Less than 25,Male,24,1,0,0,1,1,1,0.53431475,10
643,F,Caucasian,Less than 25,Male,22,2,0,0,0,1,1,0.72735435,4
644,F,Caucasian,25 - 45,Male,29,3,0,0,0,1,1,0.49572495,4
645,F,African-American,25 - 45,Male,30,8,0,0,1,1,1,0.8181822,8
646,F,African-American,25 - 45,Female,31,10,0,0,1,0,0,0.8016385,6
647,F,Caucasian,Greater than 45,Female,45,1,0,0,1,0,0,0.3178252,6
648,F,African-American,Less than 25,Male,23,4,0,0,1,0,0,0.75083023,7
649,F,Caucasian,25 - 45,Male,39,2,0,0,0,1,1,0.2623353,2
650,F,African-American,25 - 45,Male,31,0,0,0,1,1,1,0.2807055,8
651,F,African-American,Less than 25,Male,22,1,0,0,0,1,1,0.61771536,4
652,F,African-American,25 - 45,Female,27,9,0,0,0,1,1,0.98592144,2
653,F,African-American,25 - 45,Male,27,13,0,0,1,1,1,0.7914081,7
654,F,Caucasian,25 - 45,Male,38,1,0,0,0,1,1,0.15102208,1
655,F,African-American,25 - 45,Male,31,23,0,0,1,1,1,0.84308666,10
656,F,African-American,Greater than 45,Male,47,20,0,0,1,0,0,0.8545173,9
657,F,African-American,Less than 25,Male,22,3,0,1,1,0,0,0.92618054,7
658,M,African-American,25 - 45,Male,35,1,0,0,1,1,1,0.21247938,9
660,M,African-American,Greater than 45,Male,65,2,0,0,0,1,1,0.24433155,2
661,M,African-American,25 - 45,Male,35,0,0,0,0,0,0,0.38220435,4
662,F,African-American,25 - 45,Female,33,0,0,0,0,0,0,0.2660792,3
663,M,Caucasian,Greater than 45,Male,53,1,0,0,0,0,0,0.12792666,1
665,F,African-American,Less than 25,Male,21,0,0,0,1,0,0,0.8081569,5
666,F,African-American,25 - 45,Male,37,11,0,0,0,0,0,0.90885866,4
668,F,Caucasian,25 - 45,Male,33,5,0,0,1,0,0,0.48676494,5
669,M,African-American,25 - 45,Male,31,2,0,0,1,0,0,0.482737,7
671,M,African-American,25 - 45,Female,31,0,0,0,0,0,0,0.30968815,1
672,F,Caucasian,Greater than 45,Female,59,2,0,0,0,0,0,0.029203996,3
673,M,African-American,25 - 45,Male,27,0,0,0,0,0,0,0.4632124,2
674,M,African-American,25 - 45,Male,36,0,0,0,1,1,1,0.32217595,7
675,F,African-American,Greater than 45,Male,46,17,0,0,1,1,1,0.87649286,9
676,F,African-American,Less than 25,Male,22,3,0,0,1,0,0,0.5702058,9
677,M,Caucasian,25 - 45,Female,28,0,0,0,0,0,0,0.2784377,2
678,F,Caucasian,25 - 45,Female,34,15,0,0,1,1,1,0.9945064,9
680,M,African-American,Less than 25,Male,23,2,0,0,1,1,1,0.7462623,10
681,F,African-American,25 - 45,Male,27,3,0,0,0,0,0,0.53736633,4
683,F,Caucasian,Greater than 45,Male,48,3,0,0,0,1,1,0.1920827,1
684,F,African-American,25 - 45,Male,30,15,0,0,1,1,1,0.89275867,9
685,F,African-American,25 - 45,Female,32,2,0,0,0,0,0,0.42167294,2
686,F,African-American,25 - 45,Male,31,5,0,0,1,0,0,0.6170715,7
687,M,African-American,25 - 45,Male,36,4,0,1,1,0,0,0.47029883,5
688,M,African-American,25 - 45,Male,36,1,0,0,1,0,0,0.21440102,5
689,F,African-American,25 - 45,Male,44,14,0,0,1,1,1,0.7349762,8
690,F,Caucasian,Greater than 45,Male,53,2,0,0,0,0,0,0.13572115,1
691,M,African-American,25 - 45,Male,33,3,0,0,0,1,1,0.40138608,2
692,F,African-American,Less than 25,Male,21,2,1,0,1,0,0,0.7815334,10
693,F,African-American,25 - 45,Male,33,4,0,0,1,1,1,0.5487923,8
694,F,Caucasian,Greater than 45,Male,47,2,0,0,1,1,1,0.22173595,5
695,F,African-American,Greater than 45,Male,57,20,0,0,1,1,1,0.91190106,7
696,M,African-American,25 - 45,Male,28,2,0,0,0,0,0,0.5028672,4
697,M,African-American,Less than 25,Male,24,1,0,0,1,0,0,0.47744852,6
698,F,African-American,25 - 45,Male,44,1,0,0,0,0,0,0.15531515,1
699,F,African-American,Greater than 45,Male,46,0,0,0,0,0,0,0.31007928,1
700,F,African-American,25 - 45,Male,37,6,0,0,0,0,0,0.46301943,3
701,M,African-American,25 - 45,Male,26,10,0,0,1,1,1,0.8055746,6
702,F,African-American,25 - 45,Male,27,10,0,1,1,1,1,0.8859402,8
703,F,Caucasian,25 - 45,Male,40,1,0,0,0,0,0,0.19361794,2
704,F,Caucasian,Greater than 45,Female,60,9,0,0,0,1,1,0.72452784,3
705,F,Caucasian,Greater than 45,Male,53,1,0,0,0,0,0,0.11198081,1
706,F,African-American,25 - 45,Male,26,8,0,1,1,0,0,0.7853875,6
707,F,African-American,25 - 45,Male,28,0,0,0,0,0,0,0.26849705,1
709,F,Caucasian,Greater than 45,Female,46,2,0,0,1,0,0,0.16958901,8
710,F,African-American,Less than 25,Male,23,0,0,0,1,1,1,0.40949705,5
711,F,African-American,25 - 45,Male,37,5,0,0,0,1,1,0.6447619,1
712,M,African-American,25 - 45,Male,44,1,0,0,0,0,0,0.3233244,1
713,F,African-American,Greater than 45,Male,50,18,0,0,1,1,1,0.7738098,8
714,M,African-American,Greater than 45,Male,45,0,0,0,0,0,0,0.27719167,1
715,F,African-American,Less than 25,Male,22,1,0,0,1,0,0,0.65550727,5
716,F,Caucasian,25 - 45,Male,26,1,0,0,0,1,1,0.49543148,2
717,F,Caucasian,Greater than 45,Male,62,0,0,0,0,0,0,0.09634835,1
718,M,Caucasian,25 - 45,Male,34,0,0,0,0,1,1,0.25484967,1
720,M,Caucasian,Less than 25,Male,21,0,0,0,0,0,0,0.39573297,2
721,F,Caucasian,25 - 45,Male,25,0,0,0,0,1,1,0.29508254,2
722,M,Caucasian,Greater than 45,Male,68,0,0,0,0,0,0,0.02093447,1
723,M,Caucasian,25 - 45,Male,41,2,0,0,0,0,0,0.3438886,2
724,F,Caucasian,Less than 25,Male,21,1,0,0,0,0,0,0.66876054,3
726,F,African-American,Less than 25,Male,22,0,0,0,1,0,0,0.37776148,8
727,F,Caucasian,25 - 45,Male,38,11,0,0,0,1,1,0.8084679,4
728,F,Caucasian,25 - 45,Male,42,1,0,0,0,0,0,0.19084363,1
729,F,Caucasian,Less than 25,Male,22,1,0,1,0,1,1,0.90512323,4
730,F,African-American,Greater than 45,Male,45,0,0,0,0,1,1,0.29008925,4
731,F,African-American,25 - 45,Female,36,4,0,0,1,1,1,0.29946458,10
732,F,African-American,Greater than 45,Male,48,2,0,0,1,0,0,0.13316748,6
733,F,Caucasian,Greater than 45,Female,45,1,0,0,0,0,0,0.16973537,1
734,F,African-American,Less than 25,Male,23,6,0,0,1,1,1,0.72391516,9
735,F,African-American,Less than 25,Male,24,0,0,0,1,0,0,0.51701677,8
736,F,African-American,25 - 45,Male,29,0,0,0,0,0,0,0.3293137,2
737,F,African-American,Less than 25,Male,24,0,0,0,0,0,0,0.6222495,3
738,F,African-American,Greater than 45,Male,50,11,0,0,1,0,0,0.617057,9
739,F,African-American,25 - 45,Male,34,10,0,1,1,1,1,0.8815612,7
740,F,African-American,Less than 25,Male,23,0,0,0,0,0,0,0.36881223,2
741,M,Caucasian,Less than 25,Female,22,0,0,0,1,0,0,0.53685147,5
743,F,Caucasian,25 - 45,Male,30,22,0,0,1,1,1,0.99847716,5
744,F,African-American,Less than 25,Male,21,0,0,0,1,1,1,0.543101,10
745,F,Caucasian,Greater than 45,Female,53,0,0,0,0,0,0,0.05070563,1
746,F,Caucasian,Less than 25,Male,24,1,0,0,0,0,0,0.5445698,3
747,M,African-American,25 - 45,Male,25,7,0,1,1,1,1,0.9116215,5
748,M,African-American,25 - 45,Female,25,1,0,0,1,0,0,0.36862668,9
749,F,African-American,Greater than 45,Male,71,8,0,0,0,0,0,0.13334355,1
750,M,African-American,25 - 45,Male,39,10,0,4,1,0,0,0.9796372,9
751,F,African-American,25 - 45,Female,37,0,0,0,1,0,0,0.37061322,5
752,F,African-American,Less than 25,Male,20,0,0,0,1,1,1,0.6039765,5
753,F,African-American,25 - 45,Female,29,3,0,0,1,0,0,0.6098166,5
754,F,African-American,Less than 25,Male,22,2,0,0,1,1,1,0.7640753,5
755,F,African-American,25 - 45,Male,26,4,0,0,1,1,1,0.7767677,7
757,F,African-American,Greater than 45,Female,47,19,0,0,1,1,1,0.7150642,10
760,F,Caucasian,Less than 25,Female,20,1,0,0,1,1,1,0.7300305,8
761,F,African-American,Less than 25,Female,23,0,0,0,0,0,0,0.3711307,2
763,F,Caucasian,Greater than 45,Male,55,18,0,0,0,1,1,0.7663666,2
764,F,African-American,Greater than 45,Female,53,0,0,0,0,0,0,0.0054547978,1
765,F,African-American,Less than 25,Female,23,0,0,0,1,0,1,0.47354868,7
766,F,African-American,25 - 45,Male,26,5,0,0,1,1,1,0.8895123,7
767,F,African-American,25 - 45,Male,25,6,0,0,1,0,1,0.63135827,6
769,F,African-American,25 - 45,Male,27,4,0,0,1,1,1,0.68589723,9
770,M,African-American,25 - 45,Male,26,2,0,0,0,0,0,0.49870777,3
771,M,African-American,25 - 45,Male,29,1,0,0,0,0,0,0.3432767,4
774,M,African-American,25 - 45,Male,31,0,0,0,0,0,0,0.29392123,2
775,F,African-American,25 - 45,Male,41,8,0,0,1,1,1,0.5462661,6
776,M,Caucasian,25 - 45,Male,25,0,0,0,0,0,0,0.26101443,2
777,M,Caucasian,Greater than 45,Male,47,0,0,0,0,0,0,0.28721514,1
778,F,African-American,25 - 45,Male,37,4,0,0,0,0,0,0.44644383,2
779,F,African-American,25 - 45,Female,35,4,0,0,1,0,0,0.42891887,5
780,M,Caucasian,Less than 25,Male,24,1,0,0,0,1,1,0.4780096,4
781,F,Caucasian,Less than 25,Male,21,2,0,2,1,1,1,0.9045808,9
782,F,Caucasian,Less than 25,Male,22,0,0,0,0,1,1,0.49185324,4
783,F,African-American,Greater than 45,Male,57,11,0,0,1,0,0,0.5617132,6
784,F,Caucasian,Greater than 45,Male,48,0,0,0,1,0,0,0.26317266,7
786,F,African-American,25 - 45,Female,37,3,0,0,1,0,0,0.20772022,7
787,M,Caucasian,25 - 45,Male,31,0,0,0,0,0,0,0.2708193,1
788,F,African-American,Less than 25,Male,22,1,0,1,1,1,1,0.8079799,9
789,M,Caucasian,25 - 45,Male,31,2,0,0,0,0,0,0.43850657,3
790,F,African-American,Less than 25,Male,24,0,0,0,1,1,1,0.5227035,5
791,F,African-American,25 - 45,Male,32,22,0,0,1,1,1,0.7071962,9
793,M,African-American,Greater than 45,Male,63,0,0,0,0,0,0,0.022865366,1
795,F,Caucasian,25 - 45,Male,26,2,0,0,1,1,1,0.44210482,5
796,M,Caucasian,Greater than 45,Male,48,2,0,0,0,0,0,0.101468,3
797,F,Caucasian,Less than 25,Male,20,0,0,0,0,0,0,0.6531018,4
798,M,African-American,Less than 25,Female,24,1,0,0,1,1,1,0.49013194,5
799,M,African-American,25 - 45,Female,36,1,0,0,0,0,0,0.34069428,2
801,F,Caucasian,25 - 45,Male,28,2,0,0,1,0,0,0.43680066,6
802,F,African-American,25 - 45,Male,36,3,0,0,0,1,1,0.45568576,2
803,M,African-American,25 - 45,Female,33,0,0,0,0,0,0,0.19595127,2
804,F,African-American,25 - 45,Male,39,0,0,0,0,0,0,0.280039,3
806,F,African-American,25 - 45,Male,30,17,0,0,1,1,1,0.860646,10
807,M,Caucasian,Less than 25,Female,19,1,1,1,1,1,1,0.881036,6
808,F,African-American,Less than 25,Male,24,1,0,0,0,1,1,0.4909038,1
810,F,Caucasian,25 - 45,Female,29,1,0,0,1,0,0,0.3797203,5
811,F,African-American,25 - 45,Male,35,7,0,0,1,0,0,0.78033525,6
812,F,African-American,Less than 25,Male,24,0,0,0,0,0,0,0.5168585,3
813,M,Caucasian,25 - 45,Male,26,0,0,0,0,0,0,0.25570855,2
814,F,Caucasian,25 - 45,Male,26,8,0,0,0,0,0,0.79730844,4
815,M,African-American,Greater than 45,Male,52,7,0,0,1,0,0,0.24389519,6
816,F,African-American,25 - 45,Male,28,14,0,0,1,1,1,0.90966356,7
817,M,African-American,25 - 45,Male,32,0,0,0,1,0,0,0.15985715,5
818,M,Caucasian,25 - 45,Female,32,1,0,0,0,1,1,0.25858963,3
819,M,African-American,25 - 45,Male,33,5,0,0,1,1,1,0.66698194,8
820,F,African-American,25 - 45,Male,29,16,0,1,1,0,0,0.9384682,10
821,M,Caucasian,25 - 45,Male,34,1,0,0,0,1,1,0.1790267,3
823,M,Caucasian,25 - 45,Male,43,0,0,0,0,0,0,0.058306243,1
